调研	 丛培模	兴湘投资控股集团有限公司
调研	丛培模	兴湘集团
调研	陈超英	中国国新
调研	翁杰明	新兴际华集团
调研	李星强	卓越公司
调研	李星强	资产管理公司
调研	李星强	奥博公司
调研	孙廷鹏	新世纪人才服务有限公司
调研	翁杰明	中国西电集团
调研	赵爱明	招商局集团
调研	郭保民	山西国际能源集团
调研	邬红兵	省煤层气公司
调研	郭保民	山西大地环境投资控股有限公司
调研	郜志宇	中国物流
调研	孙跃进	汾酒集团
调研	翁杰明	中国西电集团
调研	任翁杰	中国建材总院
调研	翁杰明	合肥院
调研	张斌	中通汽车工业集团
调研	赵爱明	招商局集团
调研	郝鹏	南航集团
调研	郝鹏	南方电网
调研	李鸿	保利久联集团
调研	李鸿	保利贵州置业
调研	肖宁	保利贵州置业
调研	肖宁	保利久联集团
调研	杨廷奇	鼎能集团
调研	李晓刚	江铜南方公司
调研	李晓刚	金瑞期货
调研	李晓刚	广州铜材
调研	李晓刚	格力电器股份公司
调研	曹海燕	河北建工集团
调研	林立	船舶集团
调研	翁杰明	北新建材
调研	翁杰明	中铝集团
调研	李伟	月星集团
调研	李伟	华谊集团
调研	李伟	华麟投资公司
调研	李伟	中金国泰控股集团
调研	李伟	伽蓝集团
调研	吴苏平	陕煤集团
调研	“中国标准2035”项目组	浙江省物联网产业协会
调研	高红卫	中国航天科工集团
调研	陈敏尔	中国航天科工集团
调研	赵华林	中国成套乌克兰公司
调研	陈超英	北京矿冶科技集团有限公司
调研	郝鹏	中国中铁总部
调研	《矿山工程工程量计算规范》（2018版）修编专家	内蒙古乌海矿区
调研	郝鹏	中国商飞
调研	郝鹏	华润集团
调研	钱智民	江西公司
调研	沈建生	体育产业集团
调研	郝鹏	中国土木工程集团有限公司
调研	周乃翔	中建八局
调研	周乃翔	中建港务
调研	周乃翔	中建上海院
调研	季晓刚	新疆交建集团
调研	郝鹏	中铝集团瑞闽公司
调研	郝鹏	国家电网福建公司
调研	张伟	抚顺石化石油一厂
调研	张伟	石油二厂
调研	张伟	烯烃厂
调研	郝鹏	中国节能
调研	郝鹏	中国黄金
调研	邢国辉	通号工程局集团城建公司
调研	陈月亮	绍兴滨海热电公司
调研	陈月亮	浙能集团
调研	郝鹏	华润河南医药
调研	郝鹏	中船重工713研究所
调研	郝鹏	河南能源化工
调研	郝鹏	中煤集团
调研	崔晓峰	民航二所
调研	张贵林	华泰保险集团
调研	张贵林	泰康保险集团
调研	张贵林	新华人寿保险公司
调研	张斌	山东高速集团
调研	王勇	中移动通信研究院
调研	王勇	中国建筑设计院
调研	王勇	北京航材院
调研	王勇	中海油应急中心
调研	王勇	葛洲坝国际工程公司
调研	郝鹏	航天科技
调研	徐福顺	东方电气集团
调研	翁杰明	中国铝业青海分公司
调研	陈超英	中国运载火箭技术研究院怀柔基地
调研	万红岩	中州铝业
调研	郝鹏	吉林森工集团
调研	郝鹏	中储粮集团
调研	郝鹏	中国农发集团
调研	翁杰明	东方电气集团
调研	翁杰明	中广核
调研	翁杰明	华侨城集团
调研	翁杰明	大船集团
调研	郝鹏	中国核动力研究设计院
调研	郝鹏	中国二重
调研	郝鹏	东方电机厂
调研	郝鹏	东方汽轮机厂
调研	郝鹏	成都飞机设计研究所
调研	郝鹏	成飞公司
调研	邓荣幸	湖南建工集团
调研	王强	湖南建工集团
调研	郑东华	兖矿集团
调研	吕业升	广东粤财投资控股有限公司
调研	沈建生	钟山宾馆集团
创建	马云	阿里巴巴集团
调研    张莉	乌海矿区生态环境综合治理项目及矿区现状
调研    董宇    乌海矿区生态环境综合治理项目及矿区现状
调研    舒宇    乌海矿区生态环境综合治理项目及矿区现状
调研    单益新  乌海矿区生态环境综合治理项目及矿区现状
调研    杨振义  乌海矿区生态环境综合治理项目及矿区现状
调研    庞天    乌海矿区生态环境综合治理项目及矿区现状
调研    刘银龙  乌海矿区生态环境综合治理项目及矿区现状
调研    王洋    乌海矿区生态环境综合治理项目及矿区现状
调研    林发    乌海矿区生态环境综合治理项目及矿区现状
调研    白继凡  乌海矿区生态环境综合治理项目及矿区现状
调研    祝少冬  乌海矿区生态环境综合治理项目及矿区现状
调研    沙兵    乌海矿区生态环境综合治理项目及矿区现状
调研    李成    广业集团
调研    黄敦新  广业集团
调研    马恒艳  东滩矿
调研    韩春岐  国资委
调研    张金成  国资委
调研    赵荣哲  西安设计公司
调研    张黎明  中唱集团公司现场
调研    郝鹏    龙源电力南非可再生能源公司
调研    高嵩    龙源电力南非可再生能源公司
调研    李保军  嘉祥县山东中材大力专用汽车有限公司
调研    王晓昀  建工集团
调研    王海渤  石家庄综合保税区标准化仓库建设项目
调研    王良友  乌兰察布
调研    周旭    重庆缙融资本运营管理有限公司
调研    孟华强	铀业公司
调研    薛占海	炼化公司
调研    光照宇	平凉祁连山水泥有限公司
调研    郑剑戈	广业集团
调研    郝鹏	东航集团
调研    周向鸿	通辽市水务建设投资集团有限公司
调研    郝鹏	中国建材凯盛君恒公司
调研    崔跃民	陕药集团
调研    曲向前	通辽市水务建设投资集团有限公司
调研    林庆苗	中国有色集团
调研    任国	陕药集团
调研    张浩文  石油炼化公司
调研    翁杰明	中国有色集团
调研    苏全喜	内蒙古诚裕信工程项目管理有限公司
调研    章建华	中核集团
调研    刘钢	九牛汽车股份有限公司
调研    薛东兵	四川通用航空投资管理有限责任公司
调研    张庆伟	哈药集团
调研    宗国英	云南城投集团
调研    曹海燕	河钢集团党委
调研    翁杰明	北新集团建材股份有限公司
调研    孟华强	中交集团
调研    罗文	长江存储科技有限责任公司
调研    余勤    浙能集团
调研    袁家军  浙能集团
调研    李炳军	河北建工集团党委
调研    沈莹	中航工业成飞公司
调研    翁杰明	中国西电西电开关电气有限公司
调研    陈振亮	能源热力有限公司
调研    李晓刚	珠海格力电器股份公司
调研    胡广坤	河南能源永煤公司新桥煤矿
调研    何俊峰  内蒙古北控易嘉生态环境治理有限公司
调研    曹江林  祁连山水泥有限公司
调研    翁杰明  中国铝业青海分公司
调研    孙廷鹏	人才服务有限公司
调研    张绳道	粤电集团
调研    陈超英  中国航天科技集团有限公司
调研    杨振斌  哈电集团
调研    张崇和	中国航天科工团体公司
调研    翁杰明	智慧科技有限公司
调研    孙喜民  西安环球印务公司
调研    杨平	湘煤集团
调研    陈聚山	冀中能源集团
调研    赵家生	西藏矿业日喀则扎布耶锂业高科技有限公司
调研    高嵩    龙源电力南非可再生能源公司
调研    陈振亮  朔州市再生能源热力有限公司
调研    李星强	轻纺集团所属卓越公司
调研    尹斌    内蒙古北控易嘉生态环境治理有限公司
调研    郝鹏	Transnet轨道交通装备有限公司
调研    郝鹏	中国第二重型机械集团有限公司
调研    孙喜民	陕药集团
调研    郝鹏	中国石化所属河北绿源地热能开发有限公司
调研    李强	上海汽车集团股份有限公司
调研    杨平    湖南省机场管理集团有限公司
调研    郝鹏	招商局集团
调研    郝鹏	新兴际华集团
调研    李星强	江厦公司
调研    余德辉 	中航通用飞机有限责任公司
调研    郝鹏	中航通用飞机有限责任公司
调研    任洪斌	陕西电子信息集团
调研    陈超英	机械科学研究总院集团有限公司
调研    郝鹏	国家电力公司
调研    郝鹏	中国石化河北绿源地热能开发公司
调研    黄敦新	建工集团
调研    王斌	四川设计咨询公司
调研    郝鹏	中国电信重庆分公司
调研    鲁泰    济宁市中山公用水务有限公司
调研    翟日    陕药集团
调研    颜宏幸	土地开发投资有限公司
调研    王善平	市鑫园融资担保有限公司
调研    黄敦新	广业集团普宁垃圾
调研    郝鹏	中国石油吐哈油田公司
调研    许勤	河北永乐胶带有限公司
调研    王文宇	九柱集团
调研    张小刚	建工集团
调研    谭奇峰  粤海水务集团
调研    郝鹏	国家能源集团龙源南非可再生能源有限公司
调研    郝鹏	航空工业集团
调研    罗昭斌	云南先锋化工有限公司
调研    罗文	中国电子科技集团有限公司
调研    章建华	中国三峡集团
调研    张美诚	湘电集团
调研    郝鹏    中核集团
调研    郝鹏	中铝瑞闽股份有限公司
调研    黄敦新	建工集团
调研    贾珉亮	陕西宝氮化工集团有限公司
调研    郝鹏	中交集团
调研    任洪斌	西安航空发动机有限公司
调研    郝鹏	中车-Transnet公司
调研    赵卫	中铝集团
调研    余德辉	陇西公司
调研    周旭	重庆市北碚区新城建设有限责任公司
调研    王勇	葛洲坝集团
调研    李成	建工集团
调研    曹江林	平凉祁连山水泥有限公司
调研    郝鹏	中核集团中国核动力研究设计院
调研    丰家雷	嘉祥县山东中材大力专用汽车有限公司
调研    黄敦新	粤海控股集团
调研    章建华	南方电网公司
调研    李学键	中国电信邢台分公司
调研    王跃华	中铁七局五公司
调研    章建华	浙能集团嘉华电厂
调研    王文宇	矿业集团
调研    贾珉亮	宝鸡北方照明电器（集团）股份有限公司
调研    安兰珍	冀中能源集团
调研    章建华	中国广核集团
调研    刘勇	淮南矿业集团
调研    黄祥清	粤海控股集团
调研    郝鹏	兵器装备集团长安汽车全球研发中心
调研    郑剑戈	建工集团
调研    郝鹏	中车集团
调研    郝鹏	中林·杭州千岛湖发展集团有限公司
调研    翁杰明	中核集团
调研    郝鹏	大众公司
调研    周铁根	常青生物科技有限公司
调研    张秀兰	水利投资集团有限公司
调研    张广智	陕西交通建设集团
调研    王雷	日照市盐业公司
调研    张广智	陕西交建集团
调研    李锦	双星集团
调研    林展	中林·杭州千岛湖发展集团有限公司
调研    王楚彬	建工集团
调研    张斌	鲁商集团银座高新店
调研    翁杰明	中国建材集团
调研    楼阳生	焦煤集团
调研    郝鹏	东北轻合金有限责任公司
调研    陈武南	建工集团
调研    郝鹏	中钢南非公司
调研    刘勇	平朔工业公司
调研    郝鹏	国机集团所属国机重型装备集团股份有限公司
调研    翁杰明	青海桥头铝电公司
调研    翁杰明	中国黄金集团有限公司
调研    王楚彬	粤海水务集团
调研    方光华	石油炼化公司
调研    刘勇	新集公司
调研    黄宗超	九牛汽车股份有限公司
调研    翁杰明	上海国际集团有限公司
调研    郝鹏	中国林业集团有限公司党委
调研    阮征    中建集团
调研   	叶秀佑	广业集团
调研    王善平	文化旅游发展集团有限公司
调研    方光华	炼化公司
调研    郝鹏	航空工业集团哈飞公司
调研    姚传江	西藏矿业日喀则扎布耶锂业高科技有限公司
调研    李合义	开滦集团
调研    翁杰明	中交集团
调研    贾珉亮	陕西宝棉纺织集团有限公司
调研    郝鹏	葛洲坝集团
调研    李强	上海国际集团有限公司
调研    翁杰明	上海老凤祥股份有限公司
调研    王晓昀	粤海水务集团
调研    郝鹏	中化集团
调研    童志云	建设集团有限公司
调研    张海波	城投集团
调研    郝鹏	深圳市投资控股有限公司深圳湾科技园区
调研    郝鹏	中国旅游集团
调研    颜宏幸	水利投资集团有限公司
调研    李强	上海国盛(集团)有限公司
调研    宋权礼	中林·杭州千岛湖发展集团有限公司
调研    张秀兰	土地开发投资有限公司
调研    张秀兰	建设集团有限公司
调研    胡顺彬	粤海水务集团
调研    郝鹏	哈电集团
调研    张小刚	新疆机场集团
调研    翁杰明	中铝集团青海分公司
调研    任国    西安环球印务公司
调研    张庆虎  河钢集团党委
调研    黄瑛鹏  粤海水务集团
调研    赵荣哲  淮南矿业集团
调研    李成	广业集团普宁垃圾
调研    李强	百联集团有限公司
调研    丰雷    西安环球印务公司调研    

